image_index,box_width,box_height,x1,y1,x2,y2,class
139,182,178,231,85,413,263,green_apple
140,180,188,210,20,390,208,green_apple
141,185,192,135,33,320,225,green_apple
142,184,189,117,41,301,230,green_apple
143,179,192,158,15,337,207,green_apple
144,175,182,215,60,390,242,green_apple
145,183,189,251,41,434,230,green_apple
146,81,208,389,71,470,279,green_apple
147,176,195,291,84,467,279,green_apple
148,187,197,158,9,345,206,green_apple
149,186,195,147,84,333,279,green_apple
150,193,207,92,65,285,272,green_apple
151,181,197,287,81,468,278,green_apple
152,187,195,65,3,252,198,green_apple
153,186,201,263,15,449,216,green_apple
154,196,204,132,15,328,219,green_apple
155,182,209,261,52,443,261,green_apple
156,183,203,266,41,449,244,green_apple
157,188,190,264,93,452,283,green_apple
158,154,201,315,78,469,279,green_apple
159,184,203,166,24,350,227,green_apple
160,187,199,79,80,266,279,green_apple
161,133,199,338,46,471,245,green_apple
162,175,193,294,40,469,233,green_apple
163,152,187,318,92,470,279,green_apple
164,188,202,223,50,411,252,green_apple
165,185,196,159,38,344,234,green_apple
166,184,193,217,14,401,207,green_apple
167,175,193,264,59,439,252,green_apple
168,154,194,315,51,469,245,green_apple
169,131,198,339,5,470,203,green_apple
170,177,200,266,65,443,265,green_apple
171,180,195,127,83,307,278,green_apple
172,153,193,316,38,469,231,green_apple
173,179,193,220,49,399,242,green_apple
174,181,196,48,56,229,252,green_apple
175,125,181,346,98,471,279,green_apple
176,179,185,194,22,373,207,green_apple
177,182,191,158,83,340,274,green_apple
178,181,191,214,53,395,244,green_apple
179,150,179,319,13,469,192,green_apple
180,183,182,218,13,401,195,green_apple
181,129,182,342,30,471,212,green_apple
182,182,183,234,26,416,209,green_apple
183,186,180,173,42,359,222,green_apple
184,188,202,175,26,363,228,green_apple
185,183,196,181,24,364,220,green_apple
186,109,182,360,44,469,226,green_apple
187,99,201,370,42,469,243,green_apple
188,187,192,78,74,265,266,green_apple
189,185,196,87,23,272,219,green_apple
190,129,193,342,66,471,259,green_apple
191,188,190,187,21,375,211,green_apple
192,189,203,111,7,300,210,green_apple
193,192,193,137,84,329,277,green_apple
194,192,179,98,98,290,277,green_apple
195,188,204,267,66,455,270,green_apple
196,191,196,108,46,299,242,green_apple
197,177,202,252,38,429,240,green_apple
198,146,195,325,30,471,225,green_apple
199,176,198,290,25,466,223,green_apple
200,161,189,307,59,468,248,green_apple
201,180,194,53,48,233,242,green_apple
202,186,194,98,33,284,227,green_apple
203,181,194,125,75,306,269,green_apple
204,174,190,196,49,370,239,green_apple
205,172,196,286,43,458,239,green_apple
206,177,192,233,66,410,258,green_apple
207,179,188,223,21,402,209,green_apple
208,181,192,239,40,420,232,green_apple
209,191,194,246,42,437,236,green_apple
210,191,196,248,40,439,236,green_apple
211,188,196,250,40,438,236,green_apple
212,187,195,251,42,438,237,green_apple
213,192,202,251,36,443,238,green_apple
214,193,202,249,35,442,237,green_apple
215,190,202,239,33,429,235,green_apple
216,192,202,230,33,422,235,green_apple
217,195,204,225,32,420,236,green_apple
218,196,204,218,32,414,236,green_apple
219,198,205,214,31,412,236,green_apple
220,195,201,215,33,410,234,green_apple
221,196,202,211,34,407,236,green_apple
222,196,202,213,37,409,239,green_apple
223,194,203,212,38,406,241,green_apple
224,194,203,212,38,406,241,green_apple
225,193,202,212,38,405,240,green_apple
226,195,202,212,38,407,240,green_apple
227,195,201,210,38,405,239,green_apple
228,194,200,208,38,402,238,green_apple
229,192,200,212,38,404,238,green_apple
230,193,199,207,39,400,238,green_apple
231,194,199,205,40,399,239,green_apple
232,196,197,202,41,398,238,green_apple
233,192,196,195,42,387,238,green_apple
234,191,195,194,42,385,237,green_apple
235,191,195,191,42,382,237,green_apple
236,191,194,192,42,383,236,green_apple
237,189,193,193,43,382,236,green_apple
238,191,194,192,42,383,236,green_apple
239,191,194,192,42,383,236,green_apple
240,190,195,193,42,383,237,green_apple
241,189,193,194,43,383,236,green_apple
242,189,192,195,43,384,235,green_apple
243,189,192,194,44,383,236,green_apple
244,185,190,198,43,383,233,green_apple
245,185,188,202,42,387,230,green_apple
246,186,188,203,41,389,229,green_apple
247,187,187,205,41,392,228,green_apple
248,187,186,205,42,392,228,green_apple
249,185,187,205,41,390,228,green_apple
250,187,188,206,40,393,228,green_apple
251,187,188,212,39,399,227,green_apple
252,189,192,217,38,406,230,green_apple
253,189,195,221,37,410,232,green_apple
254,189,196,223,36,412,232,green_apple
255,191,196,222,37,413,233,green_apple
256,190,196,223,37,413,233,green_apple
257,191,196,223,37,414,233,green_apple
258,191,198,222,37,413,235,green_apple
259,192,199,221,37,413,236,green_apple
260,193,200,212,38,405,238,green_apple
261,197,199,202,41,399,240,green_apple
262,196,199,193,42,389,241,green_apple
263,193,197,195,42,388,239,green_apple
264,192,196,193,42,385,238,green_apple
265,192,196,191,42,383,238,green_apple
266,192,195,192,42,384,237,green_apple
267,192,195,191,42,383,237,green_apple
268,190,194,191,42,381,236,green_apple
269,188,192,191,43,379,235,green_apple
270,189,191,189,43,378,234,green_apple
271,188,190,185,42,373,232,green_apple
272,187,189,182,44,369,233,green_apple
273,187,189,182,44,369,233,green_apple
274,187,189,183,43,370,232,green_apple
275,187,188,184,43,371,231,green_apple
276,186,189,185,43,371,232,green_apple
277,188,189,184,43,372,232,green_apple
278,187,188,185,43,372,231,green_apple
279,176,183,157,35,333,218,green_apple
280,177,184,156,35,333,219,green_apple
281,177,184,156,36,333,220,green_apple
282,175,184,157,36,332,220,green_apple
283,175,184,157,35,332,219,green_apple
284,176,184,161,36,337,220,green_apple
285,176,183,161,36,337,219,green_apple
286,173,184,162,36,335,220,green_apple
287,175,186,161,36,336,222,green_apple
288,177,186,158,36,335,222,green_apple
289,178,187,157,36,335,223,green_apple
290,177,187,157,36,334,223,green_apple
291,177,187,157,36,334,223,green_apple
292,177,187,156,36,333,223,green_apple
293,177,187,157,36,334,223,green_apple
294,176,187,157,36,333,223,green_apple
295,177,188,156,36,333,224,green_apple
296,176,187,157,36,333,223,green_apple
297,177,188,157,36,334,224,green_apple
298,177,187,159,36,336,223,green_apple
299,177,186,159,37,336,223,green_apple
300,176,189,156,36,332,225,green_apple
301,173,189,155,36,328,225,green_apple
302,176,190,152,36,328,226,green_apple
303,177,190,151,36,328,226,green_apple
304,178,190,150,36,328,226,green_apple
305,178,191,148,36,326,227,green_apple
306,177,191,146,36,323,227,green_apple
307,178,192,146,35,324,227,green_apple
308,177,190,147,36,324,226,green_apple
309,177,191,146,36,323,227,green_apple
310,177,190,148,36,325,226,green_apple
311,178,191,149,36,327,227,green_apple
312,178,190,146,36,324,226,green_apple
313,175,191,145,35,320,226,green_apple
314,176,191,144,35,320,226,green_apple
315,175,191,144,35,319,226,green_apple
316,173,190,146,35,319,225,green_apple
317,172,188,151,35,323,223,green_apple
318,172,188,153,34,325,222,green_apple
319,171,187,153,35,324,222,green_apple
320,171,187,153,35,324,222,green_apple
321,171,187,154,35,325,222,green_apple
322,171,186,155,35,326,221,green_apple
323,173,186,155,35,328,221,green_apple
324,172,185,156,35,328,220,green_apple
325,175,185,156,35,331,220,green_apple
326,176,184,158,35,334,219,green_apple
327,177,184,158,35,335,219,green_apple
328,175,183,161,35,336,218,green_apple
329,176,183,161,36,337,219,green_apple
330,175,184,163,36,338,220,green_apple
331,176,184,165,35,341,219,green_apple
332,175,184,164,35,339,219,green_apple
333,174,184,167,36,341,220,green_apple
334,173,184,168,36,341,220,green_apple
335,174,185,168,36,342,221,green_apple
336,176,186,166,36,342,222,green_apple
337,177,187,166,36,343,223,green_apple
338,178,188,164,36,342,224,green_apple
339,177,188,164,35,341,223,green_apple
340,176,187,162,36,338,223,green_apple
341,177,187,163,36,340,223,green_apple
342,175,186,175,36,350,222,green_apple
343,176,185,170,36,346,221,green_apple
344,175,186,175,36,350,222,green_apple
345,176,187,166,35,342,222,green_apple
346,177,188,166,34,343,222,green_apple
347,178,188,163,34,341,222,green_apple
348,178,187,163,34,341,221,green_apple
349,181,170,163,62,344,232,green_apple
350,181,169,166,62,347,231,green_apple
351,179,170,171,61,350,231,green_apple
352,178,169,176,61,354,230,green_apple
353,177,170,180,60,357,230,green_apple
354,177,169,179,61,356,230,green_apple
355,177,169,179,61,356,230,green_apple
356,176,169,179,61,355,230,green_apple
357,176,170,179,60,355,230,green_apple
358,176,170,180,60,356,230,green_apple
359,176,170,182,60,358,230,green_apple
360,176,170,183,60,359,230,green_apple
361,178,170,183,60,361,230,green_apple
362,178,171,185,60,363,231,green_apple
363,178,171,186,60,364,231,green_apple
364,177,171,189,59,366,230,green_apple
365,178,173,190,59,368,232,green_apple
366,178,172,190,59,368,231,green_apple
367,178,172,190,59,368,231,green_apple
368,179,173,191,59,370,232,green_apple
369,180,173,192,59,372,232,green_apple
370,182,173,192,59,374,232,green_apple
371,182,175,194,59,376,234,green_apple
372,182,175,196,58,378,233,green_apple
373,182,175,196,59,378,234,green_apple
374,182,176,197,58,379,234,green_apple
375,183,176,198,58,381,234,green_apple
376,187,177,196,58,383,235,green_apple
377,189,177,194,58,383,235,green_apple
378,189,178,196,58,385,236,green_apple
379,190,179,197,58,387,237,green_apple
380,190,179,196,58,386,237,green_apple
381,188,178,197,58,385,236,green_apple
382,189,178,196,58,385,236,green_apple
383,190,179,195,58,385,237,green_apple
384,190,180,195,58,385,238,green_apple
385,191,180,191,58,382,238,green_apple
386,191,180,190,59,381,239,green_apple
387,193,181,188,58,381,239,green_apple
388,193,181,189,58,382,239,green_apple
389,192,181,188,58,380,239,green_apple
390,192,180,188,59,380,239,green_apple
391,192,180,187,58,379,238,green_apple
392,192,180,185,59,377,239,green_apple
393,193,180,184,59,377,239,green_apple
394,194,180,182,59,376,239,green_apple
395,190,179,179,60,369,239,green_apple
396,188,180,176,60,364,240,green_apple
397,186,179,172,61,358,240,green_apple
398,188,179,171,61,359,240,green_apple
399,187,180,173,61,360,241,green_apple
400,188,180,172,61,360,241,green_apple
401,187,181,166,60,353,241,green_apple
402,186,179,159,61,345,240,green_apple
403,187,179,159,61,346,240,green_apple
404,186,179,157,61,343,240,green_apple
405,186,179,153,61,339,240,green_apple
406,188,178,148,61,336,239,green_apple
407,189,176,152,61,341,237,green_apple
408,187,176,154,60,341,236,green_apple
409,187,174,157,61,344,235,green_apple
410,186,173,163,61,349,234,green_apple
411,186,173,155,61,341,234,green_apple
412,186,173,156,60,342,233,green_apple
413,185,173,154,60,339,233,green_apple
414,185,173,155,60,340,233,green_apple
415,184,172,155,61,339,233,green_apple
416,185,172,154,61,339,233,green_apple
417,184,172,155,61,339,233,green_apple
418,185,173,155,60,340,233,green_apple
